nct_number,study_title,study_url,study_status,conditions,interventions,sponsor,collaborators,sex,age,phases,enrollment,study_type,start_date,completion_date,locations
NCT01518374,Clinical Evaluation of Florbetapir F 18 (18F-AV-45),https://clinicaltrials.gov/study/NCT01518374,completed,alzheimer disease|mild cognitive impairment|neurodegenerative diseases,drug: florbetapir f 18,avid radiopharmaceuticals,,all,"adult, older_adult",PHASE2,1768,interventional,,2017-05-03,"banner health, phoenix, arizona, 85006, united states|banner sun health research institute, sun city, arizona, 85351, united states|uc davis, davis, california, 95618, united states|uc irvine, irvine, california, 92697, united states|university of southern california, los angeles, california, 90033, united states|uc irvine, orange, california, 92868, united states|uc san francisco, san francisco, california, 94121, united states|uc san francisco memory center, san francisco, california, 94143, united states|mayo clinic jacksonville, jacksonville, florida, 32254, united states|mt. sinai medical center, miami beach, florida, 33140, united states|northwestern university, chicago, illinois, 60611, united states|university of kansas, kansas city, kansas, 66160, united states|johns hopkins university, baltimore, maryland, 21287, united states|massachusetts general hospital, boston, massachusetts, 02114, united states|university of mississippi medical center, jackson, mississippi, 39216, united states|washington university school of medicine, saint louis, missouri, 63110, united states|duke university, durham, north carolina, 27710, united states|wake forest university, winston-salem, north carolina, 27104, united states|jefferson, philadelphia, pennsylvania, 19107, united states|university of pennsylvania, philadelphia, pennsylvania, 19107, united states|butler hospital, providence, rhode island, 02906, united states|university of tennessee, knoxville, tennessee, 37920, united states|vanderbilt, nashville, tennessee, 37232, united states|utsw, dallas, texas, 75231, united states|utsw, dallas, texas, 75235, united states|utsw, dallas, texas, 75390, united states"
NCT03333252,A Non-pharmacological Intervention for Patients With Alzheimer's Disease and Family Caregivers (Care Partners Program),https://clinicaltrials.gov/study/NCT03333252,completed,caregiver,behavioral: intervention condition|behavioral: control condition,weill medical college of cornell university,National Institute on Aging (NIA),all,"adult, older_adult",,352,interventional,2018-01-29,2023-05-01,"university of miami miller school of medicine, miami, florida, 33136, united states|weill cornell medicine, new york, new york, 10065, united states"
NCT02959489,Risk Evaluation and Education for Alzheimer's Disease - the Study of Communicating Amyloid Neuroimaging (REVEAL-SCAN),https://clinicaltrials.gov/study/NCT02959489,completed,alzheimer disease|amyloid beta-peptides|risk assessment|education|neuropsychological tests|neuroimaging,behavioral: alzheimer's disease risk disclosure|behavioral: amyloid brain imaging and alzheimer's disease risk disclosure,brigham and women's hospital,University of Pennsylvania|University of Michigan|Duke University|Boston University|National Institute on Aging (NIA),all,older_adult,,315,interventional,,2021-04-29,"brigham and women's hospital, boston, massachusetts, 02115, united states|university of michigan, ann arbor, michigan, 48109, united states|duke university, durham, north carolina, 27705, united states|university of pennsylvania, philadelphia, pennsylvania, 19104, united states"
NCT03475316,Movement Intervention for Memory Enhancement,https://clinicaltrials.gov/study/NCT03475316,completed,"alzheimer disease|dementia|cognitive decline|cognitive impairment|dementia, alzheimer type",behavioral: social dancing|behavioral: treadmill walking,albert einstein college of medicine,National Institute on Aging (NIA),all,older_adult,,25,interventional,2019-03-28,2020-06-30,"albert einstein college of medicine, bronx, new york, 10461, united states"
NCT05004688,A Trial to Evaluate the Effects of BCG in Adults With MCI and Mild-to-Moderate AD,https://clinicaltrials.gov/study/NCT05004688,completed,mild cognitive impairment|mild dementia|moderate dementia|alzheimer disease,biological: biological/vaccine: bacillus calmette-guerin (bcg),"steven e arnold, md",,all,"adult, older_adult",PHASE2,15,interventional,2022-03-25,2024-01-15,"alzheimer's clinical and translational research unit, charlestown, massachusetts, 02129, united states"
NCT03124550,Development of An Exergame for Caregivers of Individuals With Alzheimer's Disease or Related Dementias,https://clinicaltrials.gov/study/NCT03124550,completed,"sedentary lifestyle|stress, psychological",behavioral: exergame experience,brandeis university,National Institute on Aging (NIA),all,"adult, older_adult",,18,interventional,2017-05-11,2019-09-20,"northeastern university, boston, massachusetts, 02115, united states"
NCT03821844,Music & MEmory: A Pragmatic TRial for Nursing Home Residents With ALzheimer's Disease_part1,https://clinicaltrials.gov/study/NCT03821844,completed,dementia,behavioral: music and memory,brown university,Westat|National Institute on Aging (NIA),all,"child, adult, older_adult",,1073,interventional,2019-06-03,2021-12-31,"pruitthealth, norcross, georgia, 30093, united states|vetter senior living, elkhorn, nebraska, 68022, united states|communicare terrapins division, blue ash, ohio, 45241, united states|good samaritan society, sioux falls, south dakota, 57108, united states"
NCT05422885,Safety and Feasibility of Dasatinib and Quercetin in Adults at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05422885,completed,aging,drug: dasatinib|drug: quercetin,lewis lipsitz,,all,older_adult,PHASE1|PHASE2,15,interventional,2022-05-20,2024-01-24,"hebrew senior life, boston, massachusetts, 02131, united states"
NCT02612688,Pragmatic Trial of Video Education in Nursing Homes,https://clinicaltrials.gov/study/NCT02612688,completed,"alzheimer disease|dementia|heart failure|pulmonary disease, chronic obstructive",behavioral: acp video program,brown university,National Institute on Aging (NIA)|Hebrew SeniorLife|Massachusetts General Hospital|Genesis HealthCare|PruittHealth,all,older_adult,,197692,interventional,2016-03-01,2019-05-31,"pruitthealth, norcross, georgia, 30093, united states|genesis healthcare, kennett square, pennsylvania, 19348, united states"
NCT06038643,Intergenerational Behavioral Intervention to Enhance Physical Activity in Older Adults at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06038643,completed,physical inactivity,behavioral: motivational behavioural intervention and daily activities monitoring|behavioral: active control,douglas mental health university institute,Montreal Neurological Institute and Hospital|McGill University|National Institute on Aging (NIA),all,"adult, older_adult",,83,interventional,2023-10-08,2024-05-30,"douglas mental health university institute, montréal, quebec, h4h 1r3, canada"
NCT03244917,Trial to Reduce Antimicrobial Use In Nursing Home Residents With Alzheimer's Disease and Other Dementias,https://clinicaltrials.gov/study/NCT03244917,completed,"dementia|infection, bacterial",behavioral: train-ad,hebrew seniorlife,,all,"adult, older_adult",,430,interventional,2017-10-15,2020-03-10,"hebrew seniorlife, boston, massachusetts, 02131, united states"
NCT05516134,All About Me: An Intervention to Ease the Transition to Long Term Care,https://clinicaltrials.gov/study/NCT05516134,completed,"dementia|alzheimer disease|dementia, vascular|dementia, mixed|dementia of alzheimer type",behavioral: safe at home,hopeful aging,,all,"adult, older_adult",,51,interventional,2024-04-18,2024-07-05,"hopeful aging, winchester, massachusetts, 01890, united states"
NCT04146545,CommunityRx-Dementia,https://clinicaltrials.gov/study/NCT04146545,completed,health related social needs (hrsn),"behavioral: community rx-dementia ""crxd"" caregiver resources",university of chicago,National Institute on Aging (NIA),all,"child, adult, older_adult",,360,interventional,2019-12-16,2024-03-19,"university of chicago, chicago, illinois, 60637, united states"
NCT01951118,Olfactory Deficits and Donepezil Treatment in Cognitively Impaired Elderly,https://clinicaltrials.gov/study/NCT01951118,completed,"alzheimer disease|mild cognitive impairment|delirium, dementia, amnestic, cognitive disorders",drug: donepezil,new york state psychiatric institute,National Institutes of Health (NIH)|National Institute on Aging (NIA),all,"adult, older_adult",PHASE4,121,interventional,,,"new york state psychiatric institute, new york, new york, 10032, united states"
NCT04049643,Hearing Aid and Individuals With Cognitive Disorders,https://clinicaltrials.gov/study/NCT04049643,completed,"presbycusis, bilateral|alzheimer disease 2 due to apoe4 isoform|mild cognitive impairment",device: audiologist-based fitting|device: service-only fitting|device: device-only fitting,yu-hsiang wu,Vanderbilt University Medical Center|National Institute on Deafness and Other Communication Disorders (NIDCD),all,"adult, older_adult",,17,interventional,2019-12-01,2024-11-07,"university of iowa, iowa city, iowa, 52242, united states|vanderbilt university medical center, nashville, tennessee, 37232, united states"
NCT04418232,Feasibility of a Systems Approach for Alzheimer's Services Among Latinos Attending Primary Care Practices,https://clinicaltrials.gov/study/NCT04418232,completed,dementia,combination_product: alianza latina,university of kansas medical center,National Institute on Minority Health and Health Disparities (NIMHD),all,"adult, older_adult",PHASE1,243,interventional,2022-05-01,2024-08-20,"university of kansas medical center, kansas city, kansas, 66103, united states"
NCT03451591,LACunar Intervention (LACI-2) Trial-2,https://clinicaltrials.gov/study/NCT03451591,completed,"cerebral small vessel diseases|stroke, lacunar",drug: isosorbide mononitrate xl (ismn)|drug: cilostazol|drug: ismn xl and cilostazol|other: neither ismn nor cilostazol,university of edinburgh,British Heart Foundation|University of Nottingham,all,"adult, older_adult",PHASE2|PHASE3,363,interventional,2018-01-08,2022-08-11,"royal infirmary, edinburgh, lothian, eh16 4sa, united kingdom"
NCT05194917,Motivating Change in Aging Smokers,https://clinicaltrials.gov/study/NCT05194917,completed,smoking cessation,other: older smoker motivational intervention|other: control motivational message,"university of wisconsin, madison",National Institute on Aging (NIA),all,"adult, older_adult",,201,interventional,2023-08-15,2024-02-29,"university of wisconsin, madison, wisconsin, 53705, united states"
NCT03773757,Indiana Palliative Excellence in Alzheimer's Care Efforts,https://clinicaltrials.gov/study/NCT03773757,completed,dementia,behavioral: in-peace dementia care coordination,indiana university,"Regenstrief Institute, Inc.|National Institute on Aging (NIA)",all,older_adult,,402,interventional,2019-03-14,2023-01-07,"sandra eskenazi center for brain care innovation, indianapolis, indiana, 46202, united states"
NCT03682185,The Healthy Patterns Sleep Study,https://clinicaltrials.gov/study/NCT03682185,completed,dementia|alzheimer disease|circadian rhythm disorders|circadian rhythm sleep disorder|insomnia|hypersomnia|cognitive impairment|cognitive decline|mild cognitive impairment|frontotemporal dementia|neurocognitive disorders|vascular dementia|sleep disorder|memory impairment,behavioral: attention-control condition|behavioral: timed activity intervention,university of pennsylvania,,all,"adult, older_adult",PHASE3,421,interventional,2016-05-01,2021-05-31,"university of pennsylvania, philadelphia, pennsylvania, 19104, united states"
