NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,Locations
NCT03322462,Tau Screening Study in Patients With Early Symptomatic AD,https://clinicaltrials.gov/study/NCT03322462,COMPLETED,Alzheimer Disease,DRUG: Flortaucipir F18|PROCEDURE: Brain PET Scan,Avid Radiopharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE2,155,INTERVENTIONAL,2017-11-21,2018-08-31,"Pacific Research Network, San Diego, California, 92103, United States|Syrentis Clinical Research, Santa Ana, California, 92705, United States|Brain Matters Research, Delray Beach, Florida, 33445, United States|Bioclinica (Compass Research), Orlando, Florida, 32806, United States|Axiom Clinical Research, Tampa, Florida, 33609, United States|Boston Center for Memory, Newton, Massachusetts, 02459, United States|PMG Research, Winston-Salem, North Carolina, 27103, United States|Abington Neurological Associates, Willow Grove, Pennsylvania, 19090, United States|The Memory Clinic, Bennington, Vermont, 05201, United States|Toronto Memory Program, Toronto, Ontario, M3B 2S7, Canada"
NCT04457973,Home-based Transcranial Direct Current Stimulation for Pain Management in Persons With Alzheimer's Disease and Related Dementias,https://clinicaltrials.gov/study/NCT04457973,COMPLETED,Alzheimer's Disease and Related Dementias,DEVICE: Active tDCS|DEVICE: Sham tDCS,Florida State University,National Institute of Nursing Research (NINR),ALL,"ADULT, OLDER_ADULT",NA,40,INTERVENTIONAL,2020-09-04,2022-10-19,"The University of Texas Health Science Center at Houston, Houston, Texas, 77030, United States"
NCT03442322,Optimizing Care for Patients With Dementia,https://clinicaltrials.gov/study/NCT03442322,COMPLETED,Alzheimer Disease,OTHER: transdisciplinary approach|OTHER: multidisciplinary approach,University of Pittsburgh,Patient-Centered Outcomes Research Institute,ALL,"CHILD, ADULT, OLDER_ADULT",NA,53,INTERVENTIONAL,2018-03-15,2022-07-26,"University of Pittsburgh, Pittsburgh, Pennsylvania, 15213, United States"
NCT02703636,"NextStep:Study to Evaluate Safety,Efficacy & Tolerability of Rivastigmine Patch in Mild to Moderate Alzheimer's Patients.",https://clinicaltrials.gov/study/NCT02703636,COMPLETED,Mild to Moderate Alzheimer's Disease,DRUG: Rivastigmine Patch,Novartis Pharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE4,118,INTERVENTIONAL,2016-05-09,2018-05-07,"Novartis Investigative Site, Fukuoka city, Fukuoka, 814 0180, Japan|Novartis Investigative Site, Fukuoka city, Fukuoka, 814-0015, Japan|Novartis Investigative Site, Aizuwakamatsu, Fukushima, 965-8585, Japan|Novartis Investigative Site, Tsukuba-city, Ibaraki, 305-8576, Japan|Novartis Investigative Site, Kita-gun, Kagawa, 761-0793, Japan|Novartis Investigative Site, Sagamihara-city, Kanagawa, 252-5188, Japan|Novartis Investigative Site, Kochi-city, Kochi, 780-0842, Japan|Novartis Investigative Site, Sanjo-city, Niigata, 955-0823, Japan|Novartis Investigative Site, Kurashiki-city, Okayama, 710-0826, Japan|Novartis Investigative Site, Osaka-city, Osaka, 543-8555, Japan|Novartis Investigative Site, Suita city, Osaka, 565 0871, Japan|Novartis Investigative Site, Kasukabe-city, Saitama, 344-0036, Japan|Novartis Investigative Site, Koshigaya-city, Saitama, 343-0032, Japan|Novartis Investigative Site, Fuji city, Shizuoka, 416-0955, Japan|Novartis Investigative Site, Bunkyo ku, Tokyo, 113-8431, Japan|Novartis Investigative Site, Hachioji-city, Tokyo, 193-0944, Japan|Novartis Investigative Site, Shinjuku-ku, Tokyo, 160-0023, Japan|Novartis Investigative Site, Suginami Ku, Tokyo, 168-8535, Japan|Novartis Investigative Site, Okayama, 710-0813, Japan"
NCT05255068,OPTIMAL in NH Residents With Dementia,https://clinicaltrials.gov/study/NCT05255068,COMPLETED,Alzheimer's Disease and Related Dementias,BEHAVIORAL: OPTIMAL,University of Iowa,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,111,INTERVENTIONAL,2022-05-16,2022-11-05,"Iowa Vateran's Home, Marshalltown, Iowa, 50158, United States"
NCT04481568,Reducing Behavioral and Psychological Symptoms of Dementia: Family Caregivers (Aim 1),https://clinicaltrials.gov/study/NCT04481568,COMPLETED,Alzheimer's Disease and Related Dementias,BEHAVIORAL: PES-4-BPSD Model|BEHAVIORAL: The attention control condition,Northwell Health,National Institute of Nursing Research (NINR)|Penn State University,ALL,OLDER_ADULT,NA,158,INTERVENTIONAL,2020-02-03,2021-12-29,"Long Island Jewish Medical Center, Glen Oaks, New York, 11040, United States|North Shore University Hospital, Manhasset, New York, 11030, United States"
NCT02087865,Effects of Donepezil HCL on Task-Activated fMRI Brain Activation in Healthy Older Adults at Genetic Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02087865,COMPLETED,Genetic Risk for Alzheimer's Disease,DRUG: donepezil HCL|DRUG: Placebo,The Cleveland Clinic,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",PHASE4,89,INTERVENTIONAL,2014-05,2021-12-20,"Cleveland Clinic Center for Brain Health, Cleveland, Ohio, 44195, United States"
NCT04179721,Reducing Behavioral and Psychological Symptoms of Dementia: Hospital Caregivers (Aim 2),https://clinicaltrials.gov/study/NCT04179721,COMPLETED,Alzheimer's Disease and Related Dementias,BEHAVIORAL: PES-4-BPSD Model|BEHAVIORAL: The attention control condition,Northwell Health,National Institute of Nursing Research (NINR)|Penn State University,ALL,"ADULT, OLDER_ADULT",NA,54,INTERVENTIONAL,2019-10-22,2021-05-18,"Long Island Jewish Medical Center, Glen Oaks, New York, 11040, United States|North Shore University Hospital, Manhasset, New York, 11030, United States"
NCT02886494,A Study to Evaluate Efficacy and Safety of BAC in Patient With Alzheimer's Disease or Vascular Dementia,https://clinicaltrials.gov/study/NCT02886494,COMPLETED,Alzheimer's Disease or Vascular Dementia,DRUG: BAC treatment|DRUG: Matched vehicle,Charsire Biotechnology Corp.,,ALL,"ADULT, OLDER_ADULT",PHASE2,80,INTERVENTIONAL,2016-12,2018-11-01,"Clinical Research Consortium, Tempe, Arizona, 85283, United States|Woodland International Research Group, Little Rock, Arkansas, 72211, United States|Woodland Research Northwest, LLC, Rogers, Arkansas, 72758, United States|Pacific Research Network, LLC, San Diego, California, 92103, United States|NeuroTrials Research, Inc., Atlanta, Georgia, 30342, United States|The Cognitive and Research Center of NJ, Springfield, New Jersey, 07081, United States|Advanced Memory Research Institute of NJ, PC, Toms River, New Jersey, 08755, United States|SPRI, Brooklyn, New York, 11235, United States|Wake Research Associates, Raleigh, North Carolina, 27612, United States|Neurology Diagnostics, Inc., Dayton, Ohio, 45459, United States"
NCT01922258,Safety and Tolerability Study of Flexible Dosing of Brexpiprazole in the Treatment of Subjects With Agitation Associated With Dementia of the Alzheimer's Type,https://clinicaltrials.gov/study/NCT01922258,COMPLETED,Agitation Associated With|Alzheimer's Disease|Alzheimer's Type|Mental Disorder|Nervous System Diseases,"DRUG: Brexpiprazole, OPC-34712","Otsuka Pharmaceutical Development & Commercialization, Inc.",H. Lundbeck A/S,ALL,"ADULT, OLDER_ADULT",PHASE3,270,INTERVENTIONAL,2013-09,2017-03,"Imperial, California, 92251, United States|Lakewood, California, 08755, United States|Long Beach, California, 90806, United States|Long Beach, California, 90822, United States|Panorama City, California, 91402, United States|Universal City, California, 91950, United States|Denver, Colorado, 80209, United States|Bradenton, Florida, 34205, United States|Miami, Florida, 33142, United States|Miami, Florida, 33165, United States|Miami, Florida, 33176, United States|Orange City, Florida, 32763, United States|Atlanta, Georgia, 30331, United States|Smyrna, Georgia, 30080, United States|Honolulu, Hawaii, 96817, United States|Indianapolis, Indiana, 46256, United States|Quincy, Massachusetts, 02169, United States|South Dartmouth, Massachusetts, 02747, United States|Ann Arbor, Michigan, 48105, United States|Brooklyn, New York, 11214, United States|Buffalo, New York, 14215, United States|New Hyde Park, New York, 11040, United States|Charlotte, North Carolina, 28270, United States|Raleigh, North Carolina, 27609, United States|Austin, Texas, 78757, United States|Dallas, Texas, 75231, United States|Dallas, Texas, 75243, United States|Woodstock, Vermont, 05091, United States|Burgas, 8000, Bulgaria|Kardzhali, 6600, Bulgaria|Pazardzhik, 4400, Bulgaria|Ruse, 7003, Bulgaria|Sofia, 1113, Bulgaria|Sofia, 1154, Bulgaria|Sofia, 1431, Bulgaria|Varna, 9020, Bulgaria|Veliko Tarnovo, 5000, Bulgaria|Penticton, British Columbia, V2A 4M4, Canada|Kentville, B4N 4K9, Canada|Kuopio, 70210, Finland|Turku, 20520, Finland|Bourg en Bresse, 01012, France|Douai, 59500, France|Elancourt, 78990, France|Limoges, 87042, France|Nice, 06100, France|Toulouse, 31059, France|Tonnel'nyy, Stavropol Region, 357034, Russian Federation|Ekaterinburg, 620030, Russian Federation|Saratov, 410060, Russian Federation|St. Petersburg, 188820, Russian Federation|St. Petersburg, 190005, Russian Federation|St. Petersburg, 195176, Russian Federation|St. Petersburg, 197341, Russian Federation|Ljubljana, 1000, Slovenia|Maribor, 2000, Slovenia|Sempeter pri Gorici, 5290, Slovenia|Donetsk, 83037, Ukraine|Kharkiv, 61068, Ukraine|Kharkov, 61068, Ukraine|Kherson, 73488, Ukraine|Kiev, 04080, Ukraine|Kiev, 04114, Ukraine|Lviv, 79021, Ukraine|Poltava, 36013, Ukraine|Simferopol, 95006, Ukraine|Vinnytsia, 21005, Ukraine|Crewe, CW1 2ER, United Kingdom|Manchester, M8 5RB, United Kingdom|Margate, CT20 1JY, United Kingdom|Torpoint, PL11 2TB, United Kingdom"
NCT04524351,"Posiphen® Dose-Finding, Biomarker Study in Early Alzheimer's and Parkinson's Patients",https://clinicaltrials.gov/study/NCT04524351,COMPLETED,Alzheimer Disease|Parkinson Disease,DRUG: Posiphen|DRUG: Placebo,Annovis Bio Inc.,Parexel,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,75,INTERVENTIONAL,2020-08-14,2022-01-31,"New England Institute for Clinical Research, Stamford, Connecticut, 06905, United States|DeLand Clinical Research Unit, DeLand, Florida, 32720, United States|MD Clinical, Hallandale Beach, Florida, 33009, United States|Homestead Associates in Research, Miami, Florida, 33032, United States|Ezy Medical Research Co., Miami, Florida, 33175, United States|Conquest Research LLC, Winter Park, Florida, 32789, United States|iResearch Atlanta, LLC, Decatur, Georgia, 30030, United States|Hawaii Pacific Neuroscience, Honolulu, Hawaii, 96817, United States|Quest Research Institute, Farmington Hills, Michigan, 48334, United States|North Suffolk Neurology, PC, Port Jefferson Station, New York, 11776, United States|Penn Medicine, Department of Neurology, U of PA, Philadelphia, Pennsylvania, 19107, United States|University of Texas Health Science Center, San Antonio, Texas, 78229, United States|Aspen Clinical Research LLC, Orem, Utah, 84058, United States"
NCT01862640,"A Phase 3, 12-week, Multicenter, Randomized, Double-blind, Placebo-controlled Trial to Evaluate the Efficacy, Safety, and Tolerability of 2 Fixed Doses of Brexpiprazole in the Treatment of Alzheimer's Agitation",https://clinicaltrials.gov/study/NCT01862640,COMPLETED,Agitation Associated With|Alzheimer's Disease|Alzheimer's Type|Mental Disorder|Nervous System Diseases,"DRUG: Brexpiprazole, OPC-34712|DRUG: Placebo Oral Tablet","Otsuka Pharmaceutical Development & Commercialization, Inc.",H. Lundbeck A/S,ALL,"ADULT, OLDER_ADULT",PHASE3,433,INTERVENTIONAL,2013-07-11,2017-03-15,"Tuscaloosa, Alabama, 35404, United States|Phoenix, Arizona, 85013, United States|Bellflower, California, 90706, United States|Costa Mesa, California, 92627, United States|Downey, California, 90706, United States|Orange, California, 92868, United States|Redlands, California, 92373, United States|Yorba Linda, California, 92886, United States|Norwalk, Connecticut, 06851, United States|Coconut Creek, Florida, 33024, United States|Hialeah, Florida, 33012, United States|Hialeah, Florida, 33013, United States|Hialeah, Florida, 33018, United States|Lauderhill, Florida, 33319, United States|Miami Springs, Florida, 33166, United States|Miami, Florida, 33122, United States|Miami, Florida, 33126, United States|Miami, Florida, 33136, United States|Miami, Florida, 33137, United States|Miami, Florida, 33145, United States|Miami, Florida, 33161, United States|Miami, Florida, 33174, United States|Sarasota, Florida, 34239, United States|Decatur, Georgia, 30033, United States|Suwanee, Georgia, 30024, United States|Weymouth, Massachusetts, 02190, United States|Saint Louis, Missouri, 63128, United States|Saint Louis, Missouri, 63141, United States|Las Vegas, Nevada, 89148, United States|Manchester, New Jersey, 08759, United States|Mount Arlington, New Jersey, 07856, United States|Toms River, New Jersey, 08755, United States|Hickory, North Carolina, 28601, United States|Oklahoma City, Oklahoma, 73118, United States|Franklin, Tennessee, 37064, United States|Bedford, Texas, 76022, United States|Waukesha, Wisconsin, 53188, United States|Rijeka, 57000, Croatia|Zadar, 23000, Croatia|Zagreb, 10000, Croatia|Zagreb, 10090, Croatia|Mittweida, Saxony, 09648, Germany|Achim, 28832, Germany|Berlin, 12209, Germany|Bielefeld, 33647, Germany|Bochum, 44791, Germany|Hamburg, 22083, Germany|Koln, 50935, Germany|Ostfildern, 73760, Germany|Westerstede, 26655, Germany|Ekaterinburg, 620030, Russian Federation|Samara, 443016, Russian Federation|Saratov, 410060, Russian Federation|St. Petersburg, 190000, Russian Federation|St. Petersburg, 190005, Russian Federation|St. Petersburg, 191119, Russian Federation|St. Petersburg, 192019, Russian Federation|St. Petersburg, 197341, Russian Federation|St. Petersburg, 198510, Russian Federation|Tonnel'nyy, 357034, Russian Federation|Belgrade, 11000, Serbia|Kovin, 26220, Serbia|Kragujevac, 34000, Serbia|Nis, 18000, Serbia|Novi Knezevac, 23330, Serbia|Novi Sad, 21000, Serbia|Vrsac, 26300, Serbia|Barcelona, 08028, Spain|Getafe, 28905, Spain|Girona, 17190, Spain|Madrid, 28034, Spain|Madrid, 28040, Spain|Madrid, 28049, Spain|Pamplona, 31014, Spain|Salamanca, 37003, Spain|Valencia, 46010, Spain|Valencia, 46026, Spain|Zamora, 49021, Spain|Kharkiv, 61068, Ukraine|Kherson, 73488, Ukraine|Kiev, 04080, Ukraine|Lviv, 79021, Ukraine|Odessa, 65006, Ukraine|Odessa, 67513, Ukraine|Poltava, 36013, Ukraine"
NCT03683394,Systematic Multi-domain Alzheimer's Risk Reduction Trial,https://clinicaltrials.gov/study/NCT03683394,COMPLETED,Dementia|Alzheimer Disease,BEHAVIORAL: SMARRT Intervention|BEHAVIORAL: Health Education Intervention,Kaiser Permanente,"University of California, San Francisco",ALL,OLDER_ADULT,NA,172,INTERVENTIONAL,2018-08-30,2022-08-10,"Kaiser Permanente Washington Health Research Institute, Seattle, Washington, 98101, United States"
NCT04621448,Moving Together: An Online Group Movement Program for People Living With Memory Loss and Caregivers,https://clinicaltrials.gov/study/NCT04621448,COMPLETED,Alzheimer Disease|Dementia,BEHAVIORAL: Moving Together,"University of California, San Francisco",National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,224,INTERVENTIONAL,2020-11-18,2023-05-12,"University of California, San Francisco, San Francisco, California, 94143, United States"
NCT03765762,A Study to Assess the Safety of GRF6019 Infusions in Subjects With Severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03765762,COMPLETED,Severe Alzheimer Disease,DRUG: GRF6019|OTHER: Placebo,"Alkahest, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,26,INTERVENTIONAL,2019-01-15,2019-12-17,"Cognitive Clinical Trials, Gilbert, Arizona, 85297, United States|Cognitive Clinical Trials, Mesa, Arizona, 85209, United States|Cognitive Clinical Trials, Phoenix, Arizona, 85037, United States|Pacific Research Network, San Diego, California, 92103, United States|Riverside Clinical Research, Edgewater, Florida, 32132, United States|Bio Behavioral Health, Toms River, New Jersey, 08755, United States"
NCT04819126,Nintendo Wii Virtual Reality Application In Dementia,https://clinicaltrials.gov/study/NCT04819126,COMPLETED,Age-Related Memory Disorders,OTHER: Nintendo Wii Virtual Reality Application,Kırıkkale University,,ALL,OLDER_ADULT,NA,32,INTERVENTIONAL,2018-01-15,2019-01-15,"Karaman Ahmet Mete Nursing Home, Konya, Turkey"
NCT04080544,Cognitive Decline and Alzheimer's Disease in the Dallas Lifespan Brain Study,https://clinicaltrials.gov/study/NCT04080544,COMPLETED,Alzheimer Disease|Cognitive Decline,DRUG: [18F]AV-1451|PROCEDURE: Positron Emission Tomography,"Neil M Rofsky, MD, MHA",,ALL,"ADULT, OLDER_ADULT",PHASE2,125,INTERVENTIONAL,2019-01-15,2022-06-30,"UT Southwestern Medical Center, Dallas, Texas, 75390, United States"
NCT03360019,Accurate WiFi-Based Localization of Dementia Patients For Caregiver Support:,https://clinicaltrials.gov/study/NCT03360019,COMPLETED,"Dementia, Vascular|Alzheimer Dementia|Lewy Body Dementia With Behavioral Disturbance",DEVICE: Activlink insole|OTHER: Activlink Phone Application,University of Florida,"National Institute on Aging (NIA)|Aster Labs, Inc",ALL,"ADULT, OLDER_ADULT",NA,13,INTERVENTIONAL,2021-01-27,2022-05-31,"Oak Hammock Senior Living Center, Gainesville, Florida, 32608, United States|Unversity of Florida, Gainesville, Florida, 32611, United States"
NCT05350410,"""Healthy Actions and Lifestyles to Avoid Dementia or Hispanos y el ALTo a la Demencia Program""",https://clinicaltrials.gov/study/NCT05350410,COMPLETED,Dementia|Alzheimer's Disease|Dementia Prevention,BEHAVIORAL: HALT-AD,Alzheimer's Disease Cooperative Study (ADCS),,ALL,"ADULT, OLDER_ADULT",NA,20,INTERVENTIONAL,2022-04-05,2022-08-24,"Alzheimer's Disease Cooperative Study (ADCS), La Jolla, California, 92037, United States"
NCT04117178,Monitoring Anti-Dementia Drugs by Serum Levels,https://clinicaltrials.gov/study/NCT04117178,COMPLETED,Dementia|Dementia With Lewy Bodies|Dementia in Parkinsons Disease|Dementia Alzheimers|Alzheimer Disease,DRUG: Donepezil|DRUG: Memantine|DIAGNOSTIC_TEST: Measurement of serum level of anti-dementia drug,Zealand University Hospital,Filadelfia Epilepsy Hospital,ALL,"ADULT, OLDER_ADULT",PHASE4,132,INTERVENTIONAL,2020-02-04,2023-02-16,"Regionalt Videnscenter for Demens, Roskilde, Region Sjælland, 4000, Denmark"
NCT03095417,Improving the Recovery and Outcome Every Day After the ICU,https://clinicaltrials.gov/study/NCT03095417,COMPLETED,Delirium|Alzheimer Disease,BEHAVIORAL: Physical Exercise Intervention|BEHAVIORAL: Cognitive Training Intervention|BEHAVIORAL: Stretching Control|BEHAVIORAL: Cognitive Control,Indiana University,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,249,INTERVENTIONAL,2017-09-25,2022-12-15,"Indiana University Health West Hospital, Avon, Indiana, 46123, United States|Indiana University Health North Hospital, Carmel, Indiana, 46032, United States|Indiana University Health Saxony Hospital, Fishers, Indiana, 46037, United States|Eskenazi Health, Indianapolis, Indiana, 46202, United States|Indiana University Health Methodist Hospital, Indianapolis, Indiana, 46202, United States|Indiana University Health University Hospital, Indianapolis, Indiana, 46202, United States"
